# Timer data started: Tue Apr  6 10:53:34 2021
# timer(10 ns), starts, total starts, total stops
175, 15, 497516, 2083
118, 536, 498052, 2084
1118, 114, 498166, 2085
1958, 168, 498334, 2086
49, 730, 499064, 2087
62, 1, 499065, 2088
1140, 74, 499139, 2089
603, 93, 499232, 2090
354, 314, 499546, 2091
552, 22, 499568, 2092
2098, 220, 499788, 2093
67, 240, 500028, 2094
1550, 52, 500080, 2095
154, 89, 500169, 2096
84, 566, 500735, 2097
140, 1310, 502045, 2098
1669, 334, 502379, 2099
2148, 1244, 503623, 2100
2971, 323, 503946, 2101
94, 152, 504098, 2102
272, 181, 504279, 2103
252, 298, 504577, 2104
1242, 161, 504738, 2105
2019, 265, 505003, 2106
117, 160, 505163, 2107
14, 283, 505446, 2108
3840, 157, 505603, 2109
274, 24, 505627, 2110
2273, 23, 505650, 2111
212, 120, 505770, 2112
3984, 180, 505950, 2113
2019, 343, 506293, 2114
1678, 390, 506683, 2115
107, 158, 506841, 2116
275, 343, 507184, 2117
3213, 254, 507438, 2118
992, 1178, 508616, 2119
1470, 174, 508790, 2120
1806, 100, 508890, 2121
1000, 516, 509406, 2122
16, 559, 509965, 2123
220, 226, 510191, 2124
30, 123, 510314, 2125
256, 324, 510638, 2126
14, 497, 511135, 2127
2548, 243, 511378, 2128
1067, 80, 511458, 2129
417, 419, 511877, 2130
316, 68, 511945, 2131
1480, 213, 512158, 2132
248, 134, 512292, 2133
3888, 32, 512324, 2134
60, 305, 512629, 2135
172, 235, 512864, 2136
637, 362, 513226, 2137
654, 532, 513758, 2138
388, 153, 513911, 2139
806, 505, 514416, 2140
79, 1320, 515736, 2141
1064, 798, 516534, 2142
505, 58, 516592, 2143
185, 14, 516606, 2144
126, 203, 516809, 2145
247, 14, 516823, 2146
216, 441, 517264, 2147
131, 7, 517271, 2148
20, 285, 517556, 2149
148, 174, 517730, 2150
1278, 240, 517970, 2151
376, 840, 518810, 2152
43, 231, 519041, 2153
200, 82, 519123, 2154
235, 250, 519373, 2155
1279, 370, 519743, 2156
915, 190, 519933, 2157
2167, 115, 520048, 2158
80, 511, 520559, 2159
245, 82, 520641, 2160
42, 92, 520733, 2161
3072, 408, 521141, 2162
146, 226, 521367, 2163
208, 607, 521974, 2164
371, 66, 522040, 2165
311, 177, 522217, 2166
19, 179, 522396, 2167
341, 80, 522476, 2168
137, 51, 522527, 2169
2568, 32, 522559, 2170
29, 127, 522686, 2171
178, 431, 523117, 2172
65, 524, 523641, 2173
203, 92, 523733, 2174
1537, 287, 524020, 2175
478, 85, 524105, 2176
618, 179, 524284, 2177
375, 94, 524378, 2178
1972, 221, 524599, 2179
194, 105, 524704, 2180
560, 393, 525097, 2181
3370, 32, 525129, 2182
127, 100, 525229, 2183
67, 17, 525246, 2184
257, 42, 525288, 2185
400, 57, 525345, 2186
409, 405, 525750, 2187
297, 172, 525922, 2188
188, 15, 525937, 2189
1082, 616, 526553, 2190
131, 235, 526788, 2191
57, 9, 526797, 2192
3497, 250, 527047, 2193
3755, 90, 527137, 2194
401, 80, 527217, 2195
1415, 5, 527222, 2196
302, 78, 527300, 2197
217, 183, 527483, 2198
328, 345, 527828, 2199
154, 258, 528086, 2200
466, 14, 528100, 2201
38, 5, 528105, 2202
219, 9, 528114, 2203
193, 37, 528151, 2204
224, 134, 528285, 2205
1944, 371, 528656, 2206
358, 584, 529240, 2207
2469, 248, 529488, 2208
1103, 70, 529558, 2209
231, 450, 530008, 2210
816, 1, 530009, 2211
2948, 23, 530032, 2212
2442, 323, 530355, 2213
411, 90, 530445, 2214
396, 251, 530696, 2215
3017, 671, 531367, 2216
2816, 29, 531396, 2217
1855, 535, 531931, 2218
615, 293, 532224, 2219
45, 110, 532334, 2220
447, 216, 532550, 2221
336, 210, 532760, 2222
113, 589, 533349, 2223
316, 109, 533458, 2224
43, 22, 533480, 2225
256, 329, 533809, 2226
1520, 356, 534165, 2227
3593, 126, 534291, 2228
487, 37, 534328, 2229
106, 94, 534422, 2230
146, 38, 534460, 2231
26, 68, 534528, 2232
1088, 350, 534878, 2233
43, 148, 535026, 2234
260, 157, 535183, 2235
64, 74, 535257, 2236
3934, 45, 535302, 2237
48, 318, 535620, 2238
3907, 103, 535723, 2239
36, 584, 536307, 2240
284, 199, 536506, 2241
275, 8, 536514, 2242
3495, 218, 536732, 2243
3985, 63, 536795, 2244
217, 246, 537041, 2245
2941, 164, 537205, 2246
105, 154, 537359, 2247
1430, 7, 537366, 2248
64, 165, 537531, 2249
2306, 78, 537609, 2250
2828, 101, 537710, 2251
2644, 28, 537738, 2252
113, 348, 538086, 2253
1272, 41, 538127, 2254
296, 691, 538818, 2255
2770, 163, 538981, 2256
24, 161, 539142, 2257
50, 657, 539799, 2258
202, 382, 540181, 2259
629, 101, 540282, 2260
1597, 299, 540581, 2261
414, 317, 540898, 2262
690, 102, 541000, 2263
333, 187, 541187, 2264
79, 283, 541470, 2265
600, 270, 541740, 2266
113, 117, 541857, 2267
671, 153, 542010, 2268
2840, 465, 542475, 2269
225, 214, 542689, 2270
3911, 159, 542848, 2271
212, 100, 542948, 2272
3116, 68, 543016, 2273
226, 150, 543166, 2274
221, 23, 543189, 2275
3359, 356, 543545, 2276
98, 525, 544070, 2277
94, 35, 544105, 2278
50, 137, 544242, 2279
3398, 73, 544315, 2280
2151, 74, 544389, 2281
213, 367, 544756, 2282
1706, 333, 545089, 2283
2749, 345, 545434, 2284
33, 4, 545438, 2285
360, 28, 545466, 2286
380, 189, 545655, 2287
1910, 547, 546202, 2288
537, 271, 546473, 2289
276, 220, 546693, 2290
352, 78, 546771, 2291
427, 340, 547111, 2292
236, 326, 547437, 2293
111, 221, 547658, 2294
2309, 192, 547850, 2295
159, 10, 547860, 2296
165, 187, 548047, 2297
163, 194, 548241, 2298
90, 134, 548375, 2299
1050, 412, 548787, 2300
622, 537, 549324, 2301
298, 367, 549691, 2302
394, 402, 550093, 2303
1900, 430, 550523, 2304
775, 107, 550630, 2305
3627, 26, 550656, 2306
92, 123, 550779, 2307
3357, 52, 550831, 2308
101, 497, 551328, 2309
2532, 571, 551899, 2310
126, 39, 551938, 2311
306, 718, 552656, 2312
98, 198, 552854, 2313
159, 386, 553240, 2314
3675, 149, 553389, 2315
2812, 323, 553712, 2316
2333, 48, 553760, 2317
283, 96, 553856, 2318
156, 238, 554094, 2319
30, 257, 554351, 2320
119, 15, 554366, 2321
3091, 41, 554407, 2322
108, 290, 554697, 2323
47, 297, 554994, 2324
195, 284, 555278, 2325
350, 103, 555381, 2326
97, 202, 555583, 2327
189, 629, 556212, 2328
118, 56, 556268, 2329
220, 11, 556279, 2330
26, 292, 556571, 2331
345, 103, 556674, 2332
3375, 649, 557323, 2333
477, 18, 557341, 2334
195, 84, 557425, 2335
245, 58, 557483, 2336
195, 8, 557491, 2337
65, 340, 557831, 2338
1818, 296, 558127, 2339
92, 358, 558485, 2340
135, 42, 558527, 2341
4056, 630, 559157, 2342
640, 332, 559489, 2343
626, 385, 559874, 2344
3697, 725, 560599, 2345
71, 249, 560848, 2346
65, 55, 560903, 2347
334, 127, 561030, 2348
93, 177, 561207, 2349
703, 108, 561315, 2350
3698, 5, 561320, 2351
283, 491, 561811, 2352
2977, 45, 561856, 2353
266, 228, 562084, 2354
184, 142, 562226, 2355
1611, 532, 562758, 2356
3012, 198, 562956, 2357
211, 542, 563498, 2358
19, 240, 563738, 2359
478, 148, 563886, 2360
886, 27, 563913, 2361
303, 260, 564173, 2362
889, 40, 564213, 2363
187, 186, 564399, 2364
1419, 316, 564715, 2365
823, 297, 565012, 2366
201, 193, 565205, 2367
35, 107, 565312, 2368
15, 1053, 566365, 2369
166, 612, 566977, 2370
343, 172, 567149, 2371
113, 346, 567495, 2372
270, 525, 568020, 2373
1851, 894, 568914, 2374
854, 361, 569275, 2375
137, 111, 569386, 2376
940, 376, 569762, 2377
239, 238, 570000, 2378
43, 134, 570134, 2379
270, 1308, 571442, 2380
345, 67, 571509, 2381
48, 1, 571510, 2382
170, 84, 571594, 2383
72, 53, 571647, 2384
145, 186, 571833, 2385
168, 66, 571899, 2386
1874, 329, 572228, 2387
201, 532, 572760, 2388
539, 83, 572843, 2389
14, 13, 572856, 2390
117, 32, 572888, 2391
1887, 1, 572889, 2392
2229, 515, 573404, 2393
168, 287, 573691, 2394
2996, 31, 573722, 2395
717, 412, 574134, 2396
369, 366, 574500, 2397
207, 408, 574908, 2398
140, 512, 575420, 2399
27, 339, 575759, 2400
1933, 192, 575951, 2401
335, 377, 576328, 2402
108, 51, 576379, 2403
88, 138, 576517, 2404
894, 436, 576953, 2405
143, 882, 577835, 2406
175, 171, 578006, 2407
512, 161, 578167, 2408
3760, 290, 578457, 2409
105, 42, 578499, 2410
50, 260, 578759, 2411
283, 220, 578979, 2412
94, 123, 579102, 2413
81, 154, 579256, 2414
27, 233, 579489, 2415
4001, 362, 579851, 2416
531, 180, 580031, 2417
4002, 897, 580928, 2418
821, 404, 581332, 2419
216, 221, 581553, 2420
3882, 417, 581970, 2421
15, 17, 581987, 2422
3620, 16, 582003, 2423
2318, 441, 582444, 2424
207, 57, 582501, 2425
2565, 208, 582709, 2426
127, 212, 582921, 2427
180, 510, 583431, 2428
3330, 601, 584032, 2429
135, 1, 584033, 2430
195, 568, 584601, 2431
200, 316, 584917, 2432
120, 200, 585117, 2433
102, 92, 585209, 2434
26, 316, 585525, 2435
870, 47, 585572, 2436
206, 14, 585586, 2437
76, 792, 586378, 2438
107, 85, 586463, 2439
1608, 196, 586659, 2440
173, 4, 586663, 2441
1321, 252, 586915, 2442
216, 71, 586986, 2443
173, 57, 587043, 2444
3491, 167, 587210, 2445
158, 7, 587217, 2446
37, 8, 587225, 2447
127, 21, 587246, 2448
135, 669, 587915, 2449
58, 141, 588056, 2450
712, 201, 588257, 2451
167, 263, 588520, 2452
115, 261, 588781, 2453
843, 143, 588924, 2454
36, 501, 589425, 2455
186, 165, 589590, 2456
2318, 297, 589887, 2457
170, 331, 590218, 2458
2188, 39, 590257, 2459
175, 752, 591009, 2460
315, 170, 591179, 2461
69, 113, 591292, 2462
101, 331, 591623, 2463
3109, 164, 591787, 2464
3875, 542, 592329, 2465
1745, 104, 592433, 2466
322, 96, 592529, 2467
2253, 11, 592540, 2468
552, 130, 592670, 2469
2819, 15, 592685, 2470
139, 20, 592705, 2471
929, 545, 593250, 2472
863, 25, 593275, 2473
165, 68, 593343, 2474
82, 506, 593849, 2475
10, 17, 593866, 2476
32, 124, 593990, 2477
1310, 879, 594869, 2478
247, 209, 595078, 2479
60, 472, 595550, 2480
433, 42, 595592, 2481
2381, 127, 595719, 2482
1581, 61, 595780, 2483
158, 795, 596575, 2484
35, 217, 596792, 2485
233, 83, 596875, 2486
158, 267, 597142, 2487
118, 1177, 598319, 2488
278, 285, 598604, 2489
644, 133, 598737, 2490
296, 511, 599248, 2491
17, 446, 599694, 2492
34, 219, 599913, 2493
1041, 37, 599950, 2494
38, 350, 600300, 2495
245, 252, 600552, 2496
171, 157, 600709, 2497
519, 31, 600740, 2498
2297, 74, 600814, 2499
3181, 48, 600862, 2500
60, 516, 601378, 2501
108, 174, 601552, 2502
74, 167, 601719, 2503
1967, 336, 602055, 2504
294, 238, 602293, 2505
3047, 265, 602558, 2506
1043, 165, 602723, 2507
150, 235, 602958, 2508
154, 162, 603120, 2509
60, 16, 603136, 2510
22, 192, 603328, 2511
736, 95, 603423, 2512
1411, 788, 604211, 2513
595, 271, 604482, 2514
49, 524, 605006, 2515
1082, 17, 605023, 2516
480, 140, 605163, 2517
19, 14, 605177, 2518
41, 206, 605383, 2519
76, 22, 605405, 2520
215, 255, 605660, 2521
396, 714, 606374, 2522
3565, 115, 606489, 2523
3123, 179, 606668, 2524
854, 15, 606683, 2525
31, 35, 606718, 2526
53, 515, 607233, 2527
24, 49, 607282, 2528
39, 273, 607555, 2529
764, 177, 607732, 2530
320, 6, 607738, 2531
661, 109, 607847, 2532
39, 186, 608033, 2533
1329, 306, 608339, 2534
302, 224, 608563, 2535
133, 756, 609319, 2536
122, 70, 609389, 2537
1383, 346, 609735, 2538
198, 142, 609877, 2539
1113, 560, 610437, 2540
3189, 796, 611233, 2541
32, 283, 611516, 2542
1268, 62, 611578, 2543
3038, 149, 611727, 2544
484, 159, 611886, 2545
114, 467, 612353, 2546
3240, 164, 612517, 2547
79, 288, 612805, 2548
9, 6, 612811, 2549
160, 444, 613255, 2550
143, 168, 613423, 2551
101, 125, 613548, 2552
549, 170, 613718, 2553
2725, 78, 613796, 2554
240, 146, 613942, 2555
986, 75, 614017, 2556
130, 214, 614231, 2557
390, 211, 614442, 2558
332, 7, 614449, 2559
694, 1099, 615548, 2560
3559, 682, 616230, 2561
289, 359, 616589, 2562
791, 340, 616929, 2563
4092, 727, 617656, 2564
146, 70, 617726, 2565
107, 198, 617924, 2566
1765, 205, 618129, 2567
216, 23, 618152, 2568
109, 6, 618158, 2569
130, 151, 618309, 2570
847, 127, 618436, 2571
3429, 150, 618586, 2572
912, 229, 618815, 2573
2772, 27, 618842, 2574
120, 62, 618904, 2575
114, 13, 618917, 2576
1694, 42, 618959, 2577
76, 176, 619135, 2578
237, 233, 619368, 2579
523, 271, 619639, 2580
1257, 365, 620004, 2581
252, 47, 620051, 2582
117, 89, 620140, 2583
52, 74, 620214, 2584
487, 39, 620253, 2585
494, 108, 620361, 2586
3875, 897, 621258, 2587
348, 3, 621261, 2588
206, 70, 621331, 2589
219, 50, 621381, 2590
2505, 385, 621766, 2591
75, 64, 621830, 2592
1006, 99, 621929, 2593
2083, 107, 622036, 2594
1999, 158, 622194, 2595
135, 254, 622448, 2596
471, 150, 622598, 2597
156, 343, 622941, 2598
1699, 447, 623388, 2599
136, 342, 623730, 2600
2592, 128, 623858, 2601
55, 414, 624272, 2602
59, 114, 624386, 2603
69, 51, 624437, 2604
23, 157, 624594, 2605
507, 20, 624614, 2606
105, 124, 624738, 2607
671, 661, 625399, 2608
2186, 7, 625406, 2609
601, 39, 625445, 2610
1659, 175, 625620, 2611
93, 845, 626465, 2612
165, 82, 626547, 2613
293, 778, 627325, 2614
192, 502, 627827, 2615
20, 174, 628001, 2616
33, 368, 628369, 2617
169, 12, 628381, 2618
200, 176, 628557, 2619
221, 420, 628977, 2620
283, 17, 628994, 2621
294, 240, 629234, 2622
2253, 319, 629553, 2623
1596, 45, 629598, 2624
42, 44, 629642, 2625
31, 429, 630071, 2626
160, 87, 630158, 2627
2230, 237, 630395, 2628
2271, 38, 630433, 2629
173, 280, 630713, 2630
1639, 25, 630738, 2631
155, 36, 630774, 2632
139, 83, 630857, 2633
1214, 60, 630917, 2634
71, 1048, 631965, 2635
1349, 36, 632001, 2636
222, 735, 632736, 2637
131, 260, 632996, 2638
2067, 48, 633044, 2639
195, 220, 633264, 2640
3598, 33, 633297, 2641
2656, 76, 633373, 2642
150, 152, 633525, 2643
2087, 71, 633596, 2644
1179, 356, 633952, 2645
545, 47, 633999, 2646
70, 152, 634151, 2647
521, 82, 634233, 2648
378, 88, 634321, 2649
592, 69, 634390, 2650
402, 182, 634572, 2651
185, 32, 634604, 2652
77, 170, 634774, 2653
1707, 101, 634875, 2654
49, 457, 635332, 2655
670, 92, 635424, 2656
219, 395, 635819, 2657
2652, 207, 636026, 2658
139, 52, 636078, 2659
3713, 266, 636344, 2660
222, 65, 636409, 2661
50, 582, 636991, 2662
67, 32, 637023, 2663
92, 149, 637172, 2664
253, 73, 637245, 2665
280, 35, 637280, 2666
2131, 733, 638013, 2667
292, 591, 638604, 2668
741, 140, 638744, 2669
245, 790, 639534, 2670
2997, 228, 639762, 2671
315, 309, 640071, 2672
373, 37, 640108, 2673
34, 288, 640396, 2674
9, 221, 640617, 2675
48, 19, 640636, 2676
482, 302, 640938, 2677
270, 57, 640995, 2678
196, 101, 641096, 2679
1556, 504, 641600, 2680
3732, 129, 641729, 2681
12, 219, 641948, 2682
60, 83, 642031, 2683
26, 55, 642086, 2684
85, 519, 642605, 2685
83, 144, 642749, 2686
1408, 874, 643623, 2687
3482, 103, 643726, 2688
65, 600, 644326, 2689
81, 69, 644395, 2690
560, 1164, 645559, 2691
3650, 81, 645640, 2692
3199, 132, 645772, 2693
25, 227, 645999, 2694
22, 58, 646057, 2695
3117, 607, 646664, 2696
4077, 48, 646712, 2697
771, 14, 646726, 2698
767, 736, 647462, 2699
146, 211, 647673, 2700
3605, 11, 647684, 2701
815, 110, 647794, 2702
15, 105, 647899, 2703
128, 480, 648379, 2704
190, 29, 648408, 2705
124, 56, 648464, 2706
566, 71, 648535, 2707
3147, 316, 648851, 2708
649, 597, 649448, 2709
399, 441, 649889, 2710
340, 452, 650341, 2711
431, 132, 650473, 2712
173, 118, 650591, 2713
3510, 43, 650634, 2714
260, 142, 650776, 2715
37, 27, 650803, 2716
2603, 250, 651053, 2717
219, 49, 651102, 2718
1761, 241, 651343, 2719
55, 461, 651804, 2720
3655, 196, 652000, 2721
523, 26, 652026, 2722
166, 381, 652407, 2723
20, 203, 652610, 2724
83, 1378, 653988, 2725
2842, 6, 653994, 2726
3091, 457, 654451, 2727
145, 59, 654510, 2728
1713, 94, 654604, 2729
18, 51, 654655, 2730
180, 335, 654990, 2731
194, 156, 655146, 2732
88, 826, 655972, 2733
124, 233, 656205, 2734
823, 229, 656434, 2735
177, 54, 656488, 2736
154, 149, 656637, 2737
540, 359, 656996, 2738
896, 141, 657137, 2739
25, 50, 657187, 2740
14, 19, 657206, 2741
152, 383, 657589, 2742
412, 350, 657939, 2743
27, 71, 658010, 2744
1442, 225, 658235, 2745
584, 69, 658304, 2746
2976, 463, 658767, 2747
25, 505, 659272, 2748
2457, 271, 659543, 2749
422, 23, 659566, 2750
86, 230, 659796, 2751
50, 32, 659828, 2752
1321, 16, 659844, 2753
44, 90, 659934, 2754
319, 390, 660324, 2755
29, 36, 660360, 2756
1690, 107, 660467, 2757
2799, 296, 660763, 2758
2078, 22, 660785, 2759
401, 161, 660946, 2760
163, 430, 661376, 2761
304, 67, 661443, 2762
241, 194, 661637, 2763
1548, 426, 662063, 2764
158, 124, 662187, 2765
50, 84, 662271, 2766
66, 285, 662556, 2767
3841, 96, 662652, 2768
1238, 73, 662725, 2769
1467, 154, 662879, 2770
29, 245, 663124, 2771
340, 111, 663235, 2772
103, 33, 663268, 2773
3719, 46, 663314, 2774
2232, 14, 663328, 2775
128, 202, 663530, 2776
789, 527, 664057, 2777
181, 688, 664745, 2778
169, 172, 664917, 2779
100, 55, 664972, 2780
33, 184, 665156, 2781
41, 29, 665185, 2782
1958, 60, 665245, 2783
2790, 78, 665323, 2784
19, 25, 665348, 2785
143, 234, 665582, 2786
31, 155, 665737, 2787
55, 28, 665765, 2788
391, 530, 666295, 2789
163, 225, 666520, 2790
64, 93, 666613, 2791
2017, 1361, 667974, 2792
1137, 319, 668293, 2793
692, 100, 668393, 2794
41, 16, 668409, 2795
24, 489, 668898, 2796
55, 198, 669096, 2797
1903, 308, 669404, 2798
274, 102, 669506, 2799
140, 137, 669643, 2800
16, 198, 669841, 2801
147, 392, 670233, 2802
1973, 154, 670387, 2803
123, 139, 670526, 2804
1389, 472, 670998, 2805
32, 910, 671908, 2806
113, 261, 672169, 2807
133, 128, 672297, 2808
289, 211, 672508, 2809
302, 301, 672809, 2810
391, 223, 673032, 2811
3674, 443, 673475, 2812
282, 167, 673642, 2813
38, 16, 673658, 2814
52, 747, 674405, 2815
129, 306, 674711, 2816
139, 87, 674798, 2817
3519, 20, 674818, 2818
1994, 354, 675172, 2819
26, 110, 675282, 2820
2021, 200, 675482, 2821
1887, 510, 675992, 2822
360, 352, 676344, 2823
70, 80, 676424, 2824
239, 669, 677093, 2825
319, 639, 677732, 2826
391, 733, 678465, 2827
2624, 60, 678525, 2828
245, 363, 678888, 2829
176, 142, 679030, 2830
2413, 163, 679193, 2831
109, 107, 679300, 2832
636, 891, 680191, 2833
3209, 234, 680425, 2834
4094, 11, 680436, 2835
141, 128, 680564, 2836
342, 36, 680600, 2837
165, 180, 680780, 2838
3124, 205, 680985, 2839
67, 70, 681055, 2840
1296, 159, 681214, 2841
88, 329, 681543, 2842
188, 17, 681560, 2843
74, 582, 682142, 2844
237, 8, 682150, 2845
581, 669, 682819, 2846
147, 113, 682932, 2847
3373, 336, 683268, 2848
129, 330, 683598, 2849
757, 110, 683708, 2850
1544, 998, 684706, 2851
251, 67, 684773, 2852
344, 126, 684899, 2853
1524, 58, 684957, 2854
2611, 4, 684961, 2855
1426, 54, 685015, 2856
139, 546, 685561, 2857
13, 145, 685706, 2858
60, 50, 685756, 2859
307, 104, 685860, 2860
0, 89, 685949, 2861
1998, 323, 686272, 2862
1212, 55, 686327, 2863
2760, 59, 686386, 2864
906, 44, 686430, 2865
344, 97, 686527, 2866
143, 61, 686588, 2867
2953, 17, 686605, 2868
37, 10, 686615, 2869
291, 424, 687039, 2870
29, 22, 687061, 2871
158, 25, 687086, 2872
86, 312, 687398, 2873
74, 56, 687454, 2874
319, 35, 687489, 2875
149, 126, 687615, 2876
317, 630, 688245, 2877
1855, 354, 688599, 2878
657, 592, 689191, 2879
2503, 93, 689284, 2880
2304, 112, 689396, 2881
131, 257, 689653, 2882
586, 677, 690330, 2883
170, 170, 690500, 2884
333, 51, 690551, 2885
72, 54, 690605, 2886
606, 96, 690701, 2887
900, 48, 690749, 2888
103, 94, 690843, 2889
131, 91, 690934, 2890
135, 488, 691422, 2891
3857, 157, 691579, 2892
9, 349, 691928, 2893
85, 135, 692063, 2894
2435, 598, 692661, 2895
181, 744, 693405, 2896
453, 67, 693472, 2897
280, 44, 693516, 2898
2999, 226, 693742, 2899
516, 1, 693743, 2900
2701, 92, 693835, 2901
4012, 128, 693963, 2902
160, 144, 694107, 2903
4038, 114, 694221, 2904
151, 131, 694352, 2905
2456, 79, 694431, 2906
259, 17, 694448, 2907
552, 381, 694829, 2908
3115, 2, 694831, 2909
38, 22, 694853, 2910
225, 189, 695042, 2911
203, 100, 695142, 2912
313, 101, 695243, 2913
19, 199, 695442, 2914
3728, 591, 696033, 2915
22, 379, 696412, 2916
114, 189, 696601, 2917
156, 67, 696668, 2918
4084, 255, 696923, 2919
3188, 1, 696924, 2920
273, 292, 697216, 2921
69, 50, 697266, 2922
175, 459, 697725, 2923
197, 18, 697743, 2924
3025, 225, 697968, 2925
29, 165, 698133, 2926
68, 410, 698543, 2927
45, 246, 698789, 2928
706, 12, 698801, 2929
2580, 810, 699611, 2930
202, 682, 700293, 2931
3691, 373, 700666, 2932
136, 218, 700884, 2933
342, 1475, 702359, 2934
350, 378, 702737, 2935
149, 778, 703515, 2936
3918, 27, 703542, 2937
113, 71, 703613, 2938
2308, 727, 704340, 2939
249, 78, 704418, 2940
72, 934, 705352, 2941
64, 17, 705369, 2942
1890, 1, 705370, 2943
13, 41, 705411, 2944
2280, 185, 705596, 2945
173, 595, 706191, 2946
1049, 358, 706549, 2947
321, 99, 706648, 2948
243, 94, 706742, 2949
209, 547, 707289, 2950
312, 374, 707663, 2951
52, 721, 708384, 2952
854, 199, 708583, 2953
2144, 89, 708672, 2954
2648, 220, 708892, 2955
17, 158, 709050, 2956
2387, 597, 709647, 2957
127, 54, 709701, 2958
68, 681, 710382, 2959
3941, 295, 710677, 2960
1057, 46, 710723, 2961
417, 819, 711542, 2962
336, 60, 711602, 2963
3244, 258, 711860, 2964
1451, 68, 711928, 2965
362, 229, 712157, 2966
41, 37, 712194, 2967
48, 81, 712275, 2968
93, 106, 712381, 2969
323, 384, 712765, 2970
19, 362, 713127, 2971
288, 512, 713639, 2972
737, 96, 713735, 2973
63, 595, 714330, 2974
151, 149, 714479, 2975
59, 62, 714541, 2976
1772, 17, 714558, 2977
662, 78, 714636, 2978
3029, 421, 715057, 2979
32, 76, 715133, 2980
2222, 166, 715299, 2981
244, 14, 715313, 2982
549, 11, 715324, 2983
383, 173, 715497, 2984
13, 114, 715611, 2985
3487, 469, 716080, 2986
40, 102, 716182, 2987
707, 76, 716258, 2988
310, 263, 716521, 2989
120, 63, 716584, 2990
2066, 244, 716828, 2991
58, 19, 716847, 2992
168, 593, 717440, 2993
285, 161, 717601, 2994
265, 25, 717626, 2995
219, 291, 717917, 2996
124, 171, 718088, 2997
335, 235, 718323, 2998
1065, 148, 718471, 2999
3434, 110, 718581, 3000
41, 556, 719137, 3001
1546, 1756, 720893, 3002
268, 337, 721230, 3003
197, 218, 721448, 3004
722, 309, 721757, 3005
2354, 385, 722142, 3006
38, 43, 722185, 3007
12, 334, 722519, 3008
3909, 43, 722562, 3009
742, 324, 722886, 3010
207, 117, 723003, 3011
3169, 108, 723111, 3012
1537, 443, 723554, 3013
291, 29, 723583, 3014
331, 282, 723865, 3015
60, 394, 724259, 3016
3128, 19, 724278, 3017
225, 103, 724381, 3018
489, 244, 724625, 3019
2397, 241, 724866, 3020
412, 40, 724906, 3021
281, 53, 724959, 3022
694, 233, 725192, 3023
4037, 68, 725260, 3024
1270, 666, 725926, 3025
268, 27, 725953, 3026
162, 119, 726072, 3027
345, 434, 726506, 3028
117, 322, 726828, 3029
440, 125, 726953, 3030
28, 12, 726965, 3031
42, 176, 727141, 3032
123, 155, 727296, 3033
97, 396, 727692, 3034
3836, 102, 727794, 3035
104, 469, 728263, 3036
62, 111, 728374, 3037
2213, 33, 728407, 3038
181, 257, 728664, 3039
33, 127, 728791, 3040
571, 55, 728846, 3041
76, 378, 729224, 3042
440, 170, 729394, 3043
462, 149, 729543, 3044
158, 71, 729614, 3045
161, 168, 729782, 3046
238, 222, 730004, 3047
68, 1003, 731007, 3048
2188, 175, 731182, 3049
2249, 60, 731242, 3050
157, 144, 731386, 3051
130, 35, 731421, 3052
3946, 77, 731498, 3053
57, 98, 731596, 3054
3804, 974, 732570, 3055
3329, 11, 732581, 3056
418, 146, 732727, 3057
41, 163, 732890, 3058
3338, 111, 733001, 3059
33, 306, 733307, 3060
99, 5, 733312, 3061
2778, 71, 733383, 3062
4075, 283, 733666, 3063
110, 45, 733711, 3064
212, 538, 734249, 3065
479, 126, 734375, 3066
103, 187, 734562, 3067
3274, 169, 734731, 3068
1986, 402, 735133, 3069
677, 427, 735560, 3070
85, 174, 735734, 3071
135, 46, 735780, 3072
509, 36, 735816, 3073
3391, 36, 735852, 3074
2852, 201, 736053, 3075
997, 386, 736439, 3076
149, 343, 736782, 3077
781, 471, 737253, 3078
79, 139, 737392, 3079
1107, 227, 737619, 3080
177, 26, 737645, 3081
328, 681, 738326, 3082
48, 13, 738339, 3083
191, 327, 738666, 3084
452, 518, 739184, 3085
339, 73, 739257, 3086
2695, 310, 739567, 3087
31, 55, 739622, 3088
338, 213, 739835, 3089
170, 521, 740356, 3090
258, 874, 741230, 3091
481, 91, 741321, 3092
84, 429, 741750, 3093
109, 608, 742358, 3094
89, 169, 742527, 3095
332, 1345, 743872, 3096
108, 89, 743961, 3097
71, 104, 744065, 3098
1972, 179, 744244, 3099
2506, 180, 744424, 3100
588, 164, 744588, 3101
35, 213, 744801, 3102
1632, 56, 744857, 3103
1264, 77, 744934, 3104
200, 229, 745163, 3105
499, 343, 745506, 3106
231, 85, 745591, 3107
26, 440, 746031, 3108
294, 248, 746279, 3109
3150, 29, 746308, 3110
256, 200, 746508, 3111
1037, 365, 746873, 3112
108, 168, 747041, 3113
87, 419, 747460, 3114
2459, 237, 747697, 3115
47, 137, 747834, 3116
160, 249, 748083, 3117
704, 112, 748195, 3118
1492, 123, 748318, 3119
9, 179, 748497, 3120
2518, 15, 748512, 3121
43, 49, 748561, 3122
154, 97, 748658, 3123
21, 743, 749401, 3124
44, 107, 749508, 3125
169, 348, 749856, 3126
50, 480, 750336, 3127
1902, 32, 750368, 3128
1797, 59, 750427, 3129
90, 61, 750488, 3130
96, 627, 751115, 3131
